seller_text,store_sales_clean,store_rating,store_reviews_clean,listing_reviews_clean,listing_price_clean,listing_bestseller,listing_title,listing_highlights,url,cart_clean,listing_desc
YouGrewPrintables,30896,4.8288,1677,0,4.31,Bestseller,"Nursing Graduation Party Tent Card Printables, Editable Medical party place cards tents, editable food tent cards, medical tents cards, NR1","['Digital download', 'Digital file type(s): 1 PDF, 1 ZIP']","['Nursing Graduation Party Tent Card Printables, Editable Medical party place cards tents, editable food tent cards, medical tents cards, NR1', 'https://www.etsy.com/listing/687107302/nursing-graduation-party-tent-card', '3 people have this in their cart']",3,"
                    Nursing Graduation Party Tent Card Printables, Editable Medical party place cards tentsEdit digital files on Adobe Acrobat Reader and print at home! With the editable PDF template you can customise your tent cards with fun food names, or use as name place cards----------------------------------------------------------------------------------------------- - - LISTING INCLUDES - - - 1. 2 Letter PDF files (8.5""X11)   - Four templates per page (Each roughly 3.75""x5"")  - Editable Text 2. Instructions on Editing and PrintingSET: For more in the set or for the full bundle please click here: https://www.etsy.com/uk/shop/YouGrewPrintables?&search_query=NR1This listing is for a digital file(s) of design shown only.These are PDFs files for editing and printing in Adobe Reader.All Digital Files will be sent as ZIP(s), please make sure you know how to unzip before ordering.----------------------------------------------------------------------------------------------Print may not be exact colour match depending on printer and screen.- - - IMPORTANT SHOP POLICY - - - © All instant downloads and their designs are copyrighted by YouGrew. YouGrew Printables allows for personal use and limited professional use, but please do not resell, reproduce in part or full.If you have any questions please do not hesitate to message us. Printables can not be refunded due to the nature of digital downloadsNo physical product is offered – this is the DIY Template for you to print yourself.
                "
GiftedGold,3800,4.9071,270,0,18.95,-,"Custom Vinyl Print · Vinyl Record Art · Personalized Song Lyrics Wall Art • Vinyl Prints • Printable Custom Song Lyrics, Wedding Song Lyrics","['Digital download', 'Digital file type(s): 1 JPG']","['Custom Vinyl Print · Vinyl Record Art · Personalized Song Lyrics Wall Art • Vinyl Prints • Printable Custom Song Lyrics, Wedding Song Lyrics', 'https://www.etsy.com/listing/924004313/custom-vinyl-print-vinyl-record-art', '9 people have this in their cart']",9,"
                    ( Another wonderful vinyl record gift for music lovers --> https://www.etsy.com/listing/894036672/custom-vinyl-record-print-personalized )Capture a favorite song lyric, artist, or album and hang them on the wall! Nothing captures memories like music. Great gift idea for music lovers, wedding anniversaries, birthdays, graduations, Valentine's Day, Mother's Day, or any special event. ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~[ [ Process ] ]:• 1) In the order box, please add your song, artist, or album name - and ideas about how you'd like your custom vinyl print to look (color, font, etc.) You may use the sample pics for inspiration. NOTE: For song title/artist font I can do something similar to the real album/font used by artist -- you may request this in your order. • 2) I'll send you a sample and we'll work until you are satisfied. • 3) I will give you the final version to download and print. I typically complete projects in less than 24 hours.➡ ALL text and color is customizable________________________________★ What you will receive ★________________________________• Custom Vinyl Lyrics Print • Prints come in any size of choice (e.g. 8x10, 11x14, 16x20, 18x24, and larger...) -- I can send up to 3 different sizes.• High-resolution image files (300 DPI [dots per inch])• Files will be in JPG format (unless another is requested)• Feel free to ask questions about customization!Important notes:★ These are DIGITAL DOWNLOAD items that you can view and print at home or places like Staples, Office Depot, Fedex, UPS Store, Costco, Walgreens, Walmart, etc (If your country does not have these stores, Shutterfly is a good online company that ships prints to over 100 countries).You can take your file into the store -- or many of them have an easy online process where you upload your file, choose your size, and schedule it for pickup or delivery.**(If you still would like this shop to print your order for you, add the items you'd like to print to your cart, then follow this link (US customers) to add ""Printing Services"" to your cart: www.etsy.com/listing/1014302549/printing-service-for-artist★★After payment, the digital files will be available for download in your account and a message will be sent to your account email.★ Usage ★These files are for personal use only. Thank you.★ Refunds & Exchanges ★Due to the digital nature of instant downloads, refunds cannot be accepted. Please contact me if any issues arise so that they can be resolved.________________________________★ Enjoy your purchase -- If you leave a review, I'd love to see it in a frame or on a wall!★~ GiftedGold
                "
YouGrewPrintables,30896,4.8288,1677,0,18.69,-,"Construction Party Bundle, Editable Construction Birthday printable pack, Digital builders party set, photo props, editable banner pack, CN1","['Digital download', 'Digital file type(s): 4 ZIP, 1 PDF']","['Construction Party Bundle, Editable Construction Birthday printable pack, Digital builders party set, photo props, editable banner pack, CN1', 'https://www.etsy.com/listing/680178618/construction-party-bundle-editable', '7 people have this in their cart']",7,"
                    Editable Construction Party Bundle, Construction Birthday printable pack, Digital builders party setEdit digital files on Adobe Acrobat Reader and print at home! With the editable PDF template you can customise your files with names, ages and phrases!---------------------------------------------------------------------------------------------------- - - LISTING INCLUDES - - - 1. Editable Banner - Bunting   - 1 banner per 8.5""x11""    - Add your own number/letter   - 2 Spacers files (not editable)2. Editable Banner - Diamond shapes   - 1 banner per 8.5""x11""   - Add your own number/letter   - 2 Spacers files (not editable)3. Party Signs    - Letter (8.5""x11"") pages to print at home   - 28 Pre-written Signs - shown on second photo (one per page)   - 8 Editable signs (one per page)4. Photo Booth Frame Prop         - Three sizes (A1, 24""x36"" and 18""x24"")         - Editable - add your phrases at top and diamond sign5. Photo Booth Props         - 13 x pre-written props         - 6 x Editable props - add your text         - Photobooth sign (top line is editable only)6. Thank you Tags         - Editable Tags         - 8 x Tags on 8.5""x11"" Page7. Thank You Sign         - Editable - change the text         - 8x10 or 5x7 template8. Candy bag toppers         - Editable - change the text         - Two per 8.5""x11"" page         - Roughly 2.25""x6.75"" when folded9. Coloring Pages         - Editable - change line of text         - 3 designs         - Letter Page (8.5""x11"")10. Welcome Sign         - Editable - change the text (welcome is not editable)         - Two sizes 8""x10"" and 11""x14""11. Centrepieces         - Circles Roughly 5""x5"" Each         - 5 Letter pages         - Editable Designs - 4 per 8.5""x11"" page         - 3 editable pages - 4 circles, 4 rectangles and 4 diamonds         - 2 non-editable pages - Already filled12. Cupcake Toppers         - 4 different Letter pages         - 2 Editable pages - one 2"" circles and one diamonds         - 3 non-editable pages - pre-filled designs13. Cupcake Wrappers         - 3 wrappers per 8.5""x11"" page         - non-editable14. Foldable Food Tents         - 4 food tents per 8.5""x11"" page         - 2 pages / 4 designs         - Add your own text         - Caution flat food cards - add your text15. Popcorn box template         - 1 per 8.5x11"" page         - Add your own text         - Great for sweets/favors etc16. Waterbottle wrappers         - 4 per 8.5x11"" page         - Add your text         - 2 different designs (2 pages)         - Each wrapper roughly 2""x8.25""17. Instructions on Editing and Printing includedThis listing is for a digital file(s) of design shown only.These are PDFs files for editing and printing in Adobe Reader.All Digital Files will be sent as ZIP(s), please make sure you know how to unzip before ordering.----------------------------------------------------------------------------------------------SET: For separate items please click here: https://www.etsy.com/uk/shop/YouGrewPrintables?&search_query=CN1Please download the instructions for FAQ, tips and troubleshooting! - - - IMPORTANT SHOP POLICY - - - Print may not be exact colour match depending on printer and screen.© All instant downloads and their designs are copyrighted by YouGrew. YouGrew Printables allows for personal use and limited professional use, but please do not resell, reproduce in part or full.If you have any questions please do not hesitate to message us. Printables can not be refunded due to the nature of digital downloadsNo physical product is offered – this is the DIY Template for you to print yourself.
                "
HelloMarketingStudio,4643,4.972,393,0,7.0,-,Vol 2 | Real Estate Agent Marketing Flyer | Neighborhood Farming | Canva Template | Just Sold Marketing | Neighborhood  Pop-By Flyer Mailer,"['Digital download', 'Digital file type(s): 1 PDF']","['Vol 2 | Real Estate Agent Marketing Flyer | Neighborhood Farming | Canva Template | Just Sold Marketing | Neighborhood  Pop-By Flyer Mailer', 'https://www.etsy.com/listing/992280578/vol-2-real-estate-agent-marketing-flyer', '13 people have this in their cart']",13,"
                    Are you ready to take your marketing to the next level? We have made it our mission to save you the time and stress of creating your own marketing material. We stay up to date on the latest marketing trends and provide you with custom and unique real estate marketing content to stand out online and offline.This is an instant downloadable Canva Template for modern real estate agents that want to stand out in their market. This template is 100% customizable in the FREE version of Canva. This means that you will be able to easily add in your own information, photos, and can change the fonts, colors, etc. to fit your own personal brand.The logo pictured in the mock-up is not included in final template. The logo is sold separately. You can upload your own logo or purchase the one shown in the link below:https://www.etsy.com/listing/1011268001/vol-3-real-estate-logo-pre-made-realtor?ref=shop_home_active_95WHAT YOUR PURCHASE INCLUDES:1 PDF with Canva Link1 Flyer Canva Template (8.5 x 11 in)☆ PLEASE NOTE ☆The headshot photos are NOT included in the template. These are for mock-up purposes only. You will be able to drag in your own headshot into the template.DIRECTIONS TO ACCESS YOUR PURCHASE:→ After your order is complete, you will see a link to download your files. This link can also be found at www.etsy.com/your/purchases→ Download your PDF instruction guide→ Sign up for a FREE Canva account or log in to your account→ Click the underlined LINK in the PDF document and it will take you directly to your Canva template→ Once in Canva, you will be able to edit the colors, fonts, images, and more to your own branding preferencesIf you have any trouble accessing or customizing your template, please reach out to our support team. Our team is more than happy to help you!☆ Like this real estate marketing product? This template pairs great with the items linked below! ☆Our 50 Social Media Postshttps://www.etsy.com/listing/906377789/vol-1-50-real-estate-instagram-posts?ref=shop_home_feat_2&bes=1Our Facebook Covershttps://www.etsy.com/listing/1014769719/vol-5-real-estate-facebook-cover-banner?ref=shop_home_active_5&crt=1TERMS OF USE:→ Our shop and our products, including this template, are NOT affiliated with Canva in any official way.→ Your purchase grants you ONE single license for personal use only. You may not share your templates with other agents, share your templates in agent social media groups, or sell and redistribute the files and templates. If you love your template enough to share, please be sure to point your agent friends back to our shop!→ Our Templates/Designs are meant for individual real estate agents. If you are a social media manager please note that your purchase does NOT grant you a commercial license. Please feel free to reach out about licensing options.→ If you are on a team and need multiple licenses for team members, please send our support team a message about custom pricing.→ All trademark terms referred to within Hello Marketing Studio, including the trademarked term REALTOR® are the property of their respective trademark holders and are not endorsed, connected, or sponsored in any way to Hello Marketing Studio.If you like this real estate marketing product, make sure to check out all of our other real estate marketing materials in our shop. We offer many modern and branded real estate products: listing presentations, market updates, email signatures, home buyer guides, social media posts, digital business cards, door hangers, flyers, postcards, Facebook covers, for sale by owner (FSBO) guides, buyer resources, seller resources, social media stories, logos, business cards, under contract timelines, open house flyers, moving checklists, change of address checklists, and social media marketing.
                "
GiftedGold,3800,4.9071,270,0,29.95,-,"Custom Happy Birthday Banner • Birthday Banner With Picture • Personalized Happy Birthday Banner Backdrop, Gold Happy Birthday Banner Vinyl","['Handmade', 'Materials: vinyl, banner, grommets, custom banner\n\n\nRead the full description']","['Custom Happy Birthday Banner • Birthday Banner With Picture • Personalized Happy Birthday Banner Backdrop, Gold Happy Birthday Banner Vinyl', 'https://www.etsy.com/listing/1008523247/custom-happy-birthday-banner-birthday', '14 people have this in their cart']",14,"
                    Perfect addition to any birthday party!★ What you will receive ★________________________________•  Custom birthday banner - made to order (ALL text and colors are customizable).• Made of good quality vinyl material (fade, wind and tear-resistant) / For outdoor and indoor use• Banner includes grommets for hanging (if desired)Sizes to choose from: • 2x1 (24x12 inches)• 4x2 (48x24 inches)• 6x3 (72x36 inches)• 8x4 (96x48 inches)• 10x5 (120x60 inches) (larger is available upon request)★ Instructions ★• Fill out your customization details above, including ""custom name"" and/or any other message you wish to include.• You may message me with your photo attached • You will be notified about when your order should arriveNote: If you need your banner quickly, send a message - you may add rush shipping to your order.________________________________★ Enjoy your purchase! ★~ GiftedGold
                "
YouGrewPrintables,30896,4.8288,1677,0,7.19,-,"40 Class Reunion Printable Props, black and gold school reunion photo booth props, class reunion gold black and white printable party props","['Digital download', 'Digital file type(s): 2 PDF']","['40 Class Reunion Printable Props, black and gold school reunion photo booth props, class reunion gold black and white printable party props', 'https://www.etsy.com/listing/572055015/40-class-reunion-printable-props-black', '9 people have this in their cart']",9,"
                    Class Reunion Photo Booth Props - gold, black and white diy photo booth printableJust purchase the digital file to print and cut out at home.---------------------------------------------------------------------------------------------------- - - LISTING INCLUDES - - - 1. 40 x Printable Speech Bubbles2. Photobooth sign2 PDF documents for easy printing.This listing is for a digital file(s) of design shown only.All Digital Files will be sent as PDF(s)----------------------------------------------------------------------------------------------Each speech bubble fits one Letter page (roughly 7""x10"" depending on shape). You can use scale in printer settings to make these fit a smaller size.For more photo booth props click here: https://www.etsy.com/uk/shop/YouGrewPrintables?section_id=17030213&ref=shopsection_leftnav_2PLEASE NOTE:To mount on card yourself, any craft store will stock thick card. Print may not be exact colour match depending on printer and screen.- - - IMPORTANT SHOP POLICY - - - © All instant downloads and their designs are copyrighted by YouGrew. YouGrew Printables allows for personal use and limited professional use, but please do not resell, reproduce in part or full.If you have any questions please do not hesitate to message us. Printables can not be refunded due to the nature of digital downloadsNo physical product is offered – this is the DIY Template for you to print yourself.
                "
GiftedGold,3800,4.9071,270,0,19.95,-,"60 Kitchen Prints Set · Food Pun Signs, Set of 60 Funny Kitchen Printables, Cute Printable Wall Art, Cute Kitchen Decor, Food Print Wall Art","['Digital download', 'Digital file type(s): 1 ZIP']","['60 Kitchen Prints Set · Food Pun Signs, Set of 60 Funny Kitchen Printables, Cute Printable Wall Art, Cute Kitchen Decor, Food Print Wall Art', 'https://www.etsy.com/listing/905276191/60-kitchen-prints-set-food-pun-signs-set', '4 people have this in their cart']",4,"
                    ★ What you will receive ★________________________________[ Set of 63 kitchen / food and drink prints ]Including:•  Coffee prints set•  Food pun prints•  Funny kitchen wall sayingsand more!• High-resolution image files (300 DPI [dots per inch])• Files are in JPEG/JPG format★ Instructions and Sizes ★1)  Buy and download the files2) Choose a size ratio3) Print and hang if desired ➡ 4:5 ratio:Inches: 4x5, 8x10, 12x15, 16x20 ...Centimeters: 10x12, 20x25, 30x38, 40x50 ...➡ 3:4 ratio:Inches: 6x8, 9x12, 12x16, 15x20, 18x24 ...Centimeters: 15x20, 22x30, 30x40, 38x50, 45x60 ...➡ 2:3 ratioInches: 4x6, 6x9, 8x12, 10x15, 12x18, 16x24, 20x30 ...Centimeters: 10x15, 20x30, 30x45, 40x60, 50x76 ...➡ 1:1 Ratio:Inches: 5x5, 6x6, 7x7, 8x8, 9x9, 10x10, etc ...Centimeters: (same ratio - square format)➡ Bonus: Your file also includes an 11x14 and 5x7 size. If you still need another size, send me a message.★ Suggestion: you may print on cardstock or photo paper for best results.________________________________Important notes:★ These are DIGITAL DOWNLOAD items that you can view and print at home or places like Staples, Office Depot, Fedex, UPS Store, Costco, Walgreens, Walmart, etc (If your country does not have these stores, Shutterfly is a good online company that ships prints to over 100 countries).You can take your file into the store -- or many of them have an easy online process where you upload your file, choose your size, and schedule it for pickup or delivery.**(If you still would like this shop to print your order for you, add the items you'd like to print to your cart, then follow this link (US customers) to add ""Printing Services"" to your cart: www.etsy.com/listing/1014302549/printing-service-for-artist★★After payment, the digital files will be available for download in your account and a message will be sent to your account email.★ Usage ★These files are for personal use only. Thank you.★ Refunds & Exchanges ★Due to the digital nature of instant downloads, refunds cannot be accepted. Please contact me if any issues arise so that they can be resolved.________________________________★ Enjoy your purchase! ★~ GiftedGold
                "
GiftedGold,3800,4.9071,270,0,5.95,-,First Grade Math Worksheets (200+ Worksheets) · Grade 1 Math Worksheets · First Grade Quarantine Printables · Grade 1 Homeschool Workbook,"['Digital download', 'Digital file type(s): 1 ZIP']","['First Grade Math Worksheets (200+ Worksheets) · Grade 1 Math Worksheets · First Grade Quarantine Printables · Grade 1 Homeschool Workbook', 'https://www.etsy.com/listing/798493705/first-grade-math-worksheets-200', '3 people have this in their cart']",3,"
                    ★ What you will receive ★________________________________• 200+ Grade 1 / First Grade Worksheets• Addition Sheets• Subtraction sheets• Compare numbers (greater/less than)• Even vs. Odd Numbers• Simple fractions• Number Bonds• Skip counting by 2s, 5s, 10s• Ones & Tens place★ Feel free to laminate and decorate as you like!________________________________Important notes:★ These are DIGITAL DOWNLOAD items that you can view and print at home or places like Staples, Office Depot, Fedex, UPS Store, Costco, Walgreens, Walmart, etc (If your country does not have these stores, Shutterfly is a good online company that ships prints to over 100 countries).You can take your file into the store -- or many of them have an easy online process where you upload your file, choose your size, and schedule it for pickup or delivery.**(If you still would like this shop to print your order for you, add the items you'd like to print to your cart, then follow this link (US customers) to add ""Printing Services"" to your cart: www.etsy.com/listing/1014302549/printing-service-for-artist★★After payment, the digital files will be available for download in your account and a message will be sent to your account email.★ Usage ★These files are for personal use only. Thank you.★ Refunds & Exchanges ★Due to the digital nature of instant downloads, refunds cannot be accepted. Please contact me if any issues arise so that they can be resolved.________________________________★ Enjoy your purchase! ★~ GiftedGold
                "
OldMarketCorner,10398,4.8261,697,0,6.95,-,Wedding Anniversary Photo Booth Prop Signs and Decorations - Over 35 Gold Glitter Anniversary Photobooth Props - Printable Digital File,"['Digital download', 'Digital file type(s): 1 JPG, 1 PDF']","['Wedding Anniversary Photo Booth Prop Signs and Decorations - Over 35 Gold Glitter Anniversary Photobooth Props - Printable Digital File', 'https://www.etsy.com/listing/619389379/wedding-anniversary-photo-booth-prop', '4 people have this in their cart']",4,"
                    Wedding Anniversary Photo Booth Prop Signs and Decorations - Gold Glitter Printables -Over 35 Images -Printable Anniversary Photobooth PropsPLEASE NOTE: This is a digital product, NO physical product will be sent.*********************************************************************************Welcome to OldMarket Corner!This listing is for a DIGITAL COPY of the Wedding Anniversary Photo Booth Prop Signs and DecorationsMake your anniversary one to remember with these fun photo booth prop signs and decorations.  All you do is print them out on cardstock, cut them out, tape or glue long sticks to them and you are ready to go!You will receive over 35 Full Color images, done at 300 dpi. You will receive a 32 page PDF file. The pages are all formatted to print on 8.5"" x 11"" paper. All props on picture 2 are included with this listing.This collection includes images as shown.★★★For more Wedding Props and Printables, click the link!★★★https://www.etsy.com/shop/oldmarketcorner?section_id=21774077*********************************************************************************These files are available as an INSTANT DOWNLOAD. Once your purchase and payment has been processed, you will receive an email with a link to your digital files. The download link is automatically sent to the email address you have on file with Etsy. Please make sure it is correct. It will say: ""View your Files on Etsy"". Click on that link and you will be able to access your digital file. You can also access your digital items by logging into your Etsy account, click on ""You"" in the top right, choose ""Purchases and Reviews"" and then go to the corresponding order. Click on Download Files. Please contact me if you have any questions or problems concerning your order.PLEASE NOTE: This is a Digital Product! No physical item will be sent.*********************************************************************************TERMS OF USE:  For Personal Use Only. Permission is given to print the digital items as many times as you want for your own personal use. Please do not share these digital files with others. If someone else wants to use the props, please direct them to my shop. You MAY NOT redistribute these digital files in any format.Thanks for shopping!✿ FOLLOW ME ON FACEBOOK: https://www.facebook.com/oldmarketdesigns✿ FIND ME ON PINTEREST: http://www.pinterest.com/oldmarketcorner/✿ VISIT MY BLOG: www.oldmarketcorner.blogspot.dk/
                "
GiftedGold,3800,4.9071,270,0,12.95,Bestseller,"Motivational Wall Set of 9, Decor for Office, Success Quotes, Inspirational Wall Art for Office, Motivational Quotes for, Entrepreneur Gifts","['Digital download', 'Digital file type(s): 2 ZIP']","['Motivational Wall Set of 9, Decor for Office, Success Quotes, Inspirational Wall Art for Office, Motivational Quotes for, Entrepreneur Gifts', 'https://www.etsy.com/listing/943890362/motivational-wall-set-of-9-decor-for', '9 people have this in their cart']",9,"
                    ★ What you will receive ★________________________________• Success, Execution, Determination, Sacrifice, Grit, Perseverance, Persistence, Hustle, Grind, Definition Prints -- Sizes Below• High-resolution image files (300 DPI [dots per inch])• Files are in JPEG/JPG format★ Instructions and Sizes ★1)  Buy and download the files2) Choose a size ratio3) Print and hang if desired ➡ 4:5 ratio:Inches: 4x5, 8x10, 12x15, 16x20 ...Centimeters: 10x12, 20x25, 30x38, 40x50 ...➡ 3:4 ratio:Inches: 6x8, 9x12, 12x16, 15x20, 18x24 ...Centimeters: 15x20, 22x30, 30x40, 38x50, 45x60 ...➡ 2:3 ratioInches: 4x6, 6x9, 8x12, 10x15, 12x18, 16x24, 20x30 ...Centimeters: 10x15, 20x30, 30x45, 40x60, 50x76 ...➡ 1:1 Ratio:Inches: 5x5, 6x6, 7x7, 8x8, 9x9, 10x10, etc ...Centimeters: (same ratio - square format)➡ Bonus: Your file also includes an 11x14 and 5x7 size. If you still need another size, send me a message.★ Suggestion: you may print on cardstock or photo paper for best results.________________________________Important notes:★ These are DIGITAL DOWNLOAD items that you can view and print at home or places like Staples, Office Depot, Fedex, UPS Store, Costco, Walgreens, Walmart, etc (If your country does not have these stores, Shutterfly is a good online company that ships prints to over 100 countries).You can take your file into the store -- or many of them have an easy online process where you upload your file, choose your size, and schedule it for pickup or delivery.**(If you still would like this shop to print your order for you, add the items you'd like to print to your cart, then follow this link (US customers) to add ""Printing Services"" to your cart: www.etsy.com/listing/1014302549/printing-service-for-artist★★After payment, the digital files will be available for download in your account and a message will be sent to your account email.★ Usage ★These files are for personal use only. Thank you.★ Refunds & Exchanges ★Due to the digital nature of instant downloads, refunds cannot be accepted. Please contact me if any issues arise so that they can be resolved.________________________________★ Enjoy your purchase! ★~ GiftedGold
                "
DaniellaDuranDesigns,2910,5,90,0,12.0,-,"8.5"" x 11"" Physical Print Only (Unframed) | Word & Definition","['Handmade', 'Materials: Physical Print, Unframed\n\n\nRead the full description', 'Height: 11 inches', 'Width: 8.5 inches']","['8.5"" x 11"" Physical Print Only (Unframed) | Word & Definition', 'https://www.etsy.com/listing/1019608880/85-x-11-physical-print-only-unframed', '3 people have this in their cart']",3,"
                    Choose any design in my shop and I will print it for you in size 8.5""x11"". Printed on heavyweight 40 pound quality paper.Under the ""Add your personalization"" section, enter the design from my shop that you would like printed in 8.5""x11"".Great gift idea for someone special in your life or self-inspirational décor!**** READ CAREFULLY BEFORE PURCHASE ****PREPARATION & DELIVERYPlease allow 1-2 business days for the item to be prepared plus additional days for delivery based on the delivery option you choose. TERMS OF USE / USER AGREEMENT:• Only for personal use• Not for commercial purposes• All designs remain Copyright of DaniellaDuranDesignsIf you have any questions at any time, please feel free to message me on Etsy or email me directly at  danielladurandesigns [!at] gmail.com.Thank you for your interest!!♥ DaniellaDuranDesigns ♥
                "
DaniellaDuranDesigns,2910,5,90,0,2.75,-,"Integrity Definition, Printable Wall Art, Integrity Poster, Integrity Quote, Integrity Printable, Integrity Wall Art, Wall Decor","['Digital download', 'Digital file type(s): 5 JPG']","['Integrity Definition, Printable Wall Art, Integrity Poster, Integrity Quote, Integrity Printable, Integrity Wall Art, Wall Decor', 'https://www.etsy.com/listing/1016342516/integrity-definition-printable-wall-art', '3 people have this in their cart']",3,"
                    DESCRIPTIONThis item is an INSTANT DOWNLOAD that contains the following JPEG file sizes:- 4”x6” JPG file- 5”x7” JPG file- 8""x10"" JPG file- 11”x14” JPG file- 18”x24” JPG fileYou can print your files at home or you can go to your local print shop. We recommended printing on heavy matte card stock paper for the best results. *PLEASE NOTE: This is a digital download and no physical product will be shipped; frame and props are not included*HOW TO ORDER1.	Simply purchase the listing.2.	After your payment has been cleared you can download your instant download under “Purchases/Reviews.” An email will also be sent to you with your download link.3.	Click “Download,” save the file to your computer, print and enjoy!Please let me know if you have any questions about or problems with your download!*Digital file – no physical item will be sent or mailed***** READ CAREFULLY BEFORE PURCHASE ****REFUNDS & EXCHANGESAll our instant downloads are FINAL SALE. Every digital and instant download purchase is non-refundable, as there is no way to tell whether you have printed the design.  If you have any questions or concerns about your order, please feel free to reach out to us anytime.PRINTING PROCESSUnlimited amount of copies can be made. The final project of the artwork will be determined by the quality of the printer and either the paper or card stock that you choose. Please keep in mind that colors on a monitor may vary slightly from how they appear in person or how they display on viewing device to another due to the color calibration of your device or monitor.  For the most visually stunning final results, we recommend printing the pages using high-quality paper, such as card stock.*Please note, this listing is for an instant download, no print will be mailed.*TERMS OF USE / USER AGREEMENT:• Only for personal use• Not for commercial purposes • Do not share or resell this file• All designs remain Copyright of DaniellaDuranDesigns If you have any questions at any time, please feel free to message me on Etsy or email me directly at  danielladurandesigns [!at] gmail.com. Thank you for your interest!! ♥ DaniellaDuranDesigns ♥
                "
DaniellaDuranDesigns,2910,5,90,0,2.75,-,"Mindfulness Definition, Printable Wall Art, Mindfulness Poster, Mindfulness Quote, Printable, Mindfulness Gift, Wall Art, Wall Decor","['Digital download', 'Digital file type(s): 5 JPG']","['Mindfulness Definition, Printable Wall Art, Mindfulness Poster, Mindfulness Quote, Printable, Mindfulness Gift, Wall Art, Wall Decor', 'https://www.etsy.com/listing/990624083/mindfulness-definition-printable-wall', '3 people have this in their cart']",3,"
                    DESCRIPTIONThis item is an INSTANT DOWNLOAD that contains the following JPEG file sizes:- 4”x6” JPG file- 5”x7” JPG file- 8""x10"" JPG file- 11”x14” JPG file- 18”x24” JPG fileYou can print your files at home or you can go to your local print shop. We recommended printing on heavy matte card stock paper for the best results. *PLEASE NOTE: This is a digital download and no physical product will be shipped; frame and props are not included*HOW TO ORDER1.	Simply purchase the listing.2.	After your payment has been cleared you can download your instant download under “Purchases/Reviews.” An email will also be sent to you with your download link.3.	Click “Download,” save the file to your computer, print and enjoy!Please let me know if you have any questions about or problems with your download!*Digital file – no physical item will be sent or mailed***** READ CAREFULLY BEFORE PURCHASE ****REFUNDS & EXCHANGESAll our instant downloads are FINAL SALE. Every digital and instant download purchase is non-refundable, as there is no way to tell whether you have printed the design.  If you have any questions or concerns about your order, please feel free to reach out to us anytime.PRINTING PROCESSUnlimited amount of copies can be made. The final project of the artwork will be determined by the quality of the printer and either the paper or card stock that you choose. Please keep in mind that colors on a monitor may vary slightly from how they appear in person or how they display on viewing device to another due to the color calibration of your device or monitor.  For the most visually stunning final results, we recommend printing the pages using high-quality paper, such as card stock.*Please note, this listing is for an instant download, no print will be mailed.*TERMS OF USE / USER AGREEMENT:• Only for personal use• Not for commercial purposes • Do not share or resell this file• All designs remain Copyright of DaniellaDuranDesigns If you have any questions at any time, please feel free to message me on Etsy or email me directly at  danielladurandesigns [!at] gmail.com. Thank you for your interest!! ♥ DaniellaDuranDesigns ♥
                "
DaniellaDuranDesigns,2910,5,90,0,12.0,-,"Customized Name & Definition, Printable Wall Art, Poster, Quote, Printable, Gift, Wall Art, Wall Decor","['Digital download', 'Digital file type(s): 1 JPG']","['Customized Name & Definition, Printable Wall Art, Poster, Quote, Printable, Gift, Wall Art, Wall Decor', 'https://www.etsy.com/listing/943368102/customized-name-definition-printable', '7 people have this in their cart']",7,"
                    Purchase this listing and submit the name and definition you would like. I will create the design and send the downloads straight to your email.Great option for defining the name of someone special in your life!Under the ""Add your personalization"" section, enter the name you want defined (Max 10 characters, no spaces, no special characters). Enter the definition for the name (Max 129 characters). Enter your email address where you'd like downloads sent to. Please allow 2-5 days for downloads to be sent.This item is an INSTANT DOWNLOAD that contains the following JPEG file sizes:- 4”x6” JPG file- 5”x7” JPG file- 8""x10"" JPG file- 11”x14” JPG file- 18”x24” JPG fileYou can print your files at home or you can go to your local print shop.We recommended printing on heavy matte card stock paper for the best results.*PLEASE NOTE: This is a digital download and no physical product will be shipped; frame and props are not included*HOW TO ORDER1. Simply purchase the listing.2. After your payment has been cleared you can download your instant download under “Purchases/Reviews.” An email will also be sent to you with your download link.3. Click “Download,” save the file to your computer, print and enjoy!Please let me know if you have any questions about or problems with your download!*Digital file – no physical item will be sent or mailed***** READ CAREFULLY BEFORE PURCHASE ****REFUNDS & EXCHANGESAll our instant downloads are FINAL SALE. Every digital and instant download purchase is non-refundable, as there is no way to tell whether you have printed the design. If you have any questions or concerns about your order, please feel free to reach out to us anytime.PRINTING PROCESSUnlimited amount of copies can be made. The final project of the artwork will be determined by the quality of the printer and either the paper or card stock that you choose. Please keep in mind that colors on a monitor may vary slightly from how they appear in person or how they display on viewing device to another due to the color calibration of your device or monitor. For the most visually stunning final results, we recommend printing the pages using high-quality paper, such as card stock.*Please note, this listing is for an instant download, no print will be mailed.*TERMS OF USE / USER AGREEMENT:• Only for personal use• Not for commercial purposes• Do not share or resell this file• All designs remain Copyright of DaniellaDuranDesignsIf you have any questions at any time, please feel free to message me on Etsy or email me directly at  danielladurandesigns [!at] gmail.com.Thank you for your interest!!♥ DaniellaDuranDesigns ♥
                "
